=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.06.08 20:02:08 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,,,,,,,,,,,,,,
Time(s), VbatVal(mV), VbatHigh(mV), VbatLow(mV), VShunt(mV), VShuntGND(mV), VRef(mV), Gain, ShuntG,  Battery Temp 0, Battery Temp 1, Battery Temp 2, Battery Temp 3, Battery Temp 4, Battery Temp 5, Resistor Temp 0, Resistor Temp 1, Resistor Temp 2, Resistor Temp 3, Resistor Temp 4, 
0.539062,3568.778809,25.363888,11.689445,14.887501,10.421249,50.12125,18.136021,1.2,0,0,25.31,0,25.49,25.83,0,0,0,0,0, 
1.109375,3566.493652,25.489834,11.666714,14.818384,10.560863,50.260864,18.085642,1.2,22.45,24.96,25.31,25.37,25.49,25.86,22.2,22.99,25.48,25.34,22.13, 
1.679688,3558.725586,25.434542,11.666714,14.818384,10.560863,50.260864,18.085642,1.2,22.42,24.96,25.28,25.37,25.49,25.88,22.17,22.97,25.48,25.34,22.13, 
2.257812,3553.385254,25.470015,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.42,24.96,25.28,25.37,25.51,25.88,22.15,22.97,25.48,25.34,22.1, 
2.835938,3545.898438,25.414644,11.738355,14.783682,10.630962,50.330963,18.060453,1.2,22.42,24.96,25.28,25.37,25.51,25.89,22.14,22.97,25.47,25.31,22.11, 
3.40625,3550.957275,25.379248,11.722006,14.818384,10.560863,50.260864,18.085642,1.2,22.42,24.96,25.28,25.37,25.54,25.89,22.14,22.99,25.48,25.34,22.11, 
3.984375,3542.60498,25.379248,11.666714,14.707799,10.616157,50.316158,18.085642,1.2,22.47,24.99,25.28,25.4,25.56,25.94,22.11,23.3,25.51,25.34,22.11, 
4.5625,3545.606201,25.414644,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.47,24.99,25.28,25.4,25.53,25.94,22.11,23.5,25.56,25.37,22.11, 
5.132812,3545.606201,25.414644,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.49,24.99,25.3,25.4,25.53,25.94,22.13,23.9,25.63,25.4,22.11, 
5.710938,3545.898438,25.414644,11.738355,14.783682,10.630962,50.330963,18.060453,1.2,22.52,24.99,25.31,25.39,25.53,25.94,22.13,23.11,25.67,25.43,22.11, 
6.289062,3545.606201,25.414644,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.54,24.99,25.31,25.34,25.5,25.94,22.16,23.11,25.71,25.49,22.9, 
6.859375,3545.606201,25.414644,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.56,24.99,25.31,25.32,25.42,25.91,22.18,23.11,25.73,25.52,22.7, 
7.4375,3545.606201,25.414644,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.57,25.1,25.29,25.27,25.4,25.89,22.17,23.11,25.72,25.58,22.7, 
8.015625,3555.710449,25.343952,11.650487,14.797776,10.49096,50.190964,18.11083,1.2,22.57,24.99,25.27,25.22,25.37,25.89,22.19,23.8,25.75,25.61,22.7, 
8.585938,3547.661621,25.343952,11.650487,14.74256,10.546176,50.246178,18.11083,1.2,22.57,24.99,25.24,25.21,25.34,25.88,22.22,23.6,25.77,25.64,22.9, 
9.164062,3545.606201,25.414644,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.57,24.99,25.22,25.16,25.31,25.88,22.22,23.4,25.79,25.7,22.11, 
9.742188,3545.606201,25.414644,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.57,24.96,25.25,25.16,25.31,25.88,22.22,23.2,25.8,25.74,22.13, 
10.3125,3545.606201,25.414644,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.54,24.98,25.25,25.16,25.33,25.9,22.18,23.2,25.81,25.8,22.15, 
10.890625,3545.606201,25.414644,11.738355,14.728312,10.630962,50.330963,18.060453,1.2,22.54,25.1,25.3,25.21,25.38,25.98,22.15,22.99,25.85,25.83,22.15, 
11.46875,3545.606201,25.414644,11.738355,14.728312,10.630962,50.330963,18.060453,1.2,22.54,25.3,25.33,25.22,25.44,26.1,22.13,22.97,25.84,25.89,22.17, 
12.039062,3545.313965,25.414644,11.738355,14.672943,10.630962,50.330963,18.060453,1.2,22.52,25.5,25.4,25.29,25.52,26.6,22.11,22.97,25.88,25.95,22.19, 
12.617188,3545.606201,25.414644,11.682984,14.728312,10.630962,50.330963,18.060453,1.2,22.54,25.11,25.45,25.36,25.58,26.12,22.11,22.95,25.91,25.98,22.22, 
13.195312,3537.534912,25.359274,11.738355,14.672943,10.630962,50.330963,18.060453,1.2,22.54,25.16,25.51,25.43,25.66,26.16,22.8,22.93,25.94,26.5,22.22, 
13.765625,3545.313965,25.414644,11.738355,14.672943,10.630962,50.330963,18.060453,1.2,22.58,25.18,25.59,25.55,25.78,26.24,22.6,22.93,25.95,26.11,22.28, 
14.34375,3545.313965,25.414644,11.682984,14.672943,10.630962,50.330963,18.060453,1.2,22.62,25.24,25.64,25.61,25.87,26.34,22.6,22.93,25.97,26.17,22.32, 
14.921875,3545.313965,25.414644,11.682984,14.672943,10.630962,50.330963,18.060453,1.2,22.62,25.29,25.73,25.7,25.95,26.41,22.6,22.91,26.1,26.24,22.32, 
15.5,3537.242432,25.359274,11.682984,14.617573,10.630962,50.330963,18.060453,1.2,22.66,25.33,25.8,25.75,26.4,26.46,22.6,22.89,26.1,26.32,22.38, 
16.070312,3542.605225,25.323956,11.666714,14.7078,10.560863,50.260864,18.085642,1.2,22.71,25.37,25.87,25.82,26.12,26.54,22.8,22.89,26.2,26.35,22.46, 
16.648438,3537.534912,25.359274,11.682984,14.672943,10.630962,50.330963,18.060453,1.2,22.77,25.44,25.97,25.91,26.21,26.61,22.8,22.9,26.4,26.41,22.51, 
17.226562,3545.021484,25.414644,11.682984,14.617573,10.630962,50.330963,18.060453,1.2,22.82,25.5,26.4,25.96,26.25,26.68,22.8,22.92,26.7,26.45,22.59, 
17.796875,3542.02124,25.379248,11.666714,14.597215,10.616157,50.316158,18.085642,1.2,22.86,25.55,26.9,26.6,26.3,26.73,22.8,22.92,26.12,26.51,22.7, 
18.375,3550.373291,25.379248,11.777298,14.7078,10.560863,50.260864,18.085642,1.2,22.9,25.61,26.18,26.13,26.4,26.78,22.11,22.94,26.15,26.54,22.76, 
18.953125,3545.021484,25.414644,11.682984,14.617573,10.630962,50.330963,18.060453,1.2,22.97,25.68,26.23,26.2,26.44,26.86,22.11,22.94,26.19,26.63,22.82, 
19.523438,3545.313965,25.414644,11.682984,14.672943,10.630962,50.330963,18.060453,1.2,23,25.72,26.33,26.24,26.52,26.91,22.15,22.94,26.23,26.69,22.86, 
20.101562,3545.021484,25.414644,11.738355,14.617573,10.630962,50.330963,18.060453,1.2,23.4,25.77,26.4,26.34,26.58,27,22.15,22.95,26.26,26.72,22.89, 
20.679688,3545.313965,25.414644,11.682984,14.672943,10.630962,50.330963,18.060453,1.2,23.8,25.84,26.48,26.39,26.63,27.3,22.15,22.98,26.28,26.79,22.91, 
21.25,3545.021484,25.414644,11.682984,14.617573,10.630962,50.330963,18.060453,1.2,23.13,25.9,26.55,26.44,26.71,27.1,22.15,22.98,26.33,26.82,22.96, 
21.828125,3542.02124,25.379248,11.666714,14.597215,10.616157,50.316158,18.085642,1.2,23.15,25.94,26.62,26.51,26.77,27.15,22.17,23,26.36,26.87,22.96, 
22.40625,3545.021484,25.414644,11.682984,14.617573,10.630962,50.330963,18.060453,1.2,23.19,26.3,26.7,26.56,26.82,27.23,22.17,23.2,26.38,26.94,22.96, 
22.984375,3545.021484,25.414644,11.682984,14.617573,10.630962,50.330963,18.060453,1.2,23.23,26.8,26.8,26.64,26.87,27.29,22.22,23.2,26.44,26.97,22.96, 
