=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.06.08 20:26:14 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,,,,,,,,,,,,,,
Time(s), VbatVal(mV), VbatHigh(mV), VbatLow(mV), VShunt(mV), VShuntGND(mV), VRef(mV), Gain, ShuntG,  Battery Temp 0, Battery Temp 1, Battery Temp 2, Battery Temp 3, Battery Temp 4, Battery Temp 5, Resistor Temp 0, Resistor Temp 1, Resistor Temp 2, Resistor Temp 3, Resistor Temp 4, 
36.078125,3564.595215,25.273647,11.563107,14.646602,10.351733,50.051735,18.161209,1.2,22.74,25.87,26.95,28.55,28.44,27.5,21.9,22.83,26.24,26.59,22.54, 
36.648438,3564.595215,25.273647,11.618169,14.646602,10.351733,50.051735,18.161209,1.2,22.73,25.9,27,28.59,28.49,27.59,21.86,22.82,26.21,26.59,22.52, 
37.226562,3556.859619,25.218586,11.563107,14.646602,10.351733,50.051735,18.161209,1.2,22.7,25.95,27.3,28.68,28.54,27.62,21.86,22.77,26.18,26.57,22.48, 
37.796875,3551.830078,25.253611,11.634305,14.611805,10.421249,50.12125,18.136021,1.2,22.63,25.95,27.5,28.72,28.59,27.67,21.81,22.73,26.16,26.57,22.44, 
38.375,3553.569092,25.183657,11.602077,14.571329,10.337397,50.037395,18.186398,1.2,22.6,25.99,27.1,28.78,28.63,27.7,21.81,22.73,26.16,26.55,22.36, 
38.945312,3564.595215,25.273647,11.563107,14.646602,10.351733,50.051735,18.161209,1.2,22.55,25.99,27.12,28.84,28.72,27.73,21.77,22.68,26.13,26.5,22.3, 
39.515625,3564.304443,25.273647,11.563107,14.59154,10.351733,50.051735,18.161209,1.2,22.52,26.1,27.18,28.92,28.77,27.78,21.7,22.62,26.8,26.45,22.21, 
40.09375,3564.304443,25.273647,11.563107,14.59154,10.351733,50.051735,18.161209,1.2,22.5,26.1,27.23,28.97,28.81,27.81,21.67,22.6,26.4,26.43,22.17, 
40.664062,3555.987305,25.218586,11.563107,14.481416,10.351733,50.051735,18.161209,1.2,22.5,26.6,27.29,29.8,28.9,27.86,21.63,22.58,26,26.37,22.15, 
41.242188,3559.285645,25.30875,11.634305,14.556667,10.421249,50.12125,18.136021,1.2,22.47,26.8,27.36,29.18,28.95,27.89,21.6,22.56,25.97,26.32,22.8, 
41.8125,3551.247803,25.253611,11.634305,14.501528,10.421249,50.12125,18.136021,1.2,22.49,26.1,27.42,29.26,29.3,27.93,21.56,22.51,25.94,26.28,22.3, 
42.390625,3550.956787,25.253611,11.579166,14.446388,10.421249,50.12125,18.136021,1.2,22.51,26.14,27.53,29.39,29.22,27.98,21.53,22.45,25.89,26.26,22.1, 
42.96875,3555.406006,25.218586,11.563107,14.371291,10.351733,50.051735,18.161209,1.2,22.51,26.18,27.58,29.47,29.24,28.1,21.51,22.43,25.86,26.24,21.99, 
43.539062,3558.994385,25.30875,11.579166,14.501528,10.421249,50.12125,18.136021,1.2,22.53,26.23,27.68,29.53,29.26,28.6,21.51,22.39,25.83,26.24,21.98, 
44.117188,3556.278076,25.218586,11.563107,14.536477,10.351733,50.051735,18.161209,1.2,22.55,26.26,27.77,29.64,29.31,28.11,21.5,22.39,25.83,26.22,22, 
44.6875,3556.278076,25.218586,11.563107,14.536477,10.351733,50.051735,18.161209,1.2,22.57,26.31,27.83,29.69,29.36,28.11,21.47,22.36,25.88,26.25,22.2, 
45.265625,3551.247803,25.253611,11.579166,14.501528,10.421249,50.12125,18.136021,1.2,22.59,26.38,27.88,29.74,29.38,28.19,21.47,22.38,25.89,26.3,22.4, 
45.835938,3555.987305,25.218586,11.618169,14.481416,10.351733,50.051735,18.161209,1.2,22.59,26.39,27.95,29.83,29.43,28.22,21.5,22.38,25.96,26.33,22.4, 
46.414062,3568.729004,25.238644,11.547091,14.516343,10.282411,49.98241,18.186398,1.2,22.61,26.44,27.97,29.89,29.48,28.27,21.51,22.39,26,26.36,22.4, 
46.984375,3550.956787,25.253611,11.579166,14.446388,10.421249,50.12125,18.136021,1.2,22.63,26.44,28.1,29.95,29.54,28.31,21.53,22.41,26.7,26.4,22.2, 
47.5625,3558.703369,25.30875,11.579166,14.446388,10.421249,50.12125,18.136021,1.2,22.65,26.49,28.6,30,29.58,28.34,21.56,22.45,26.13,26.48,21.98, 
48.132812,3550.665527,25.253611,11.579166,14.391251,10.421249,50.12125,18.136021,1.2,22.65,26.49,28.8,30.3,29.63,28.34,21.58,22.47,26.2,26.51,21.93, 
48.710938,3550.956787,25.253611,11.634305,14.446388,10.421249,50.12125,18.136021,1.2,22.68,26.51,28.8,30.5,29.65,28.35,21.58,22.49,26.22,26.55,21.9, 
49.289062,3550.956787,25.253611,11.579166,14.446388,10.421249,50.12125,18.136021,1.2,22.75,26.54,28.9,30.8,29.68,28.33,21.58,22.46,26.22,26.55,21.84, 
49.859375,3550.665527,25.253611,11.634305,14.391251,10.421249,50.12125,18.136021,1.2,22.75,26.54,28.7,30.1,29.7,28.31,21.56,22.44,26.24,26.58,21.8, 
50.4375,3549.792236,25.253611,11.579166,14.225834,10.421249,50.12125,18.136021,1.2,22.75,26.49,28.3,30.1,29.73,28.33,21.56,22.47,26.21,26.6,21.81, 
51.007812,3555.406006,25.218586,11.563107,14.371291,10.351733,50.051735,18.161209,1.2,22.75,26.47,28.3,30.12,29.73,28.31,21.58,22.45,26.23,26.63,21.83, 
51.585938,3549.209961,25.253611,11.579166,14.115555,10.421249,50.12125,18.136021,1.2,22.75,26.47,28.5,30.15,29.78,28.32,21.58,22.47,26.25,26.68,21.9, 
52.15625,3550.374512,25.253611,11.579166,14.336111,10.421249,50.12125,18.136021,1.2,22.75,26.47,28.1,30.2,29.8,28.35,21.62,22.49,26.26,26.74,21.94, 
52.734375,3554.533691,25.218586,11.563107,14.206103,10.351733,50.051735,18.161209,1.2,22.77,26.52,28.15,30.25,29.83,28.39,21.68,22.49,26.31,26.81,22, 
53.304688,3561.687988,25.273647,11.563107,14.095979,10.351733,50.051735,18.161209,1.2,22.78,26.57,28.19,30.31,29.88,28.39,21.69,22.56,26.35,26.87,22.4, 
53.882812,3549.209961,25.253611,11.579166,14.115555,10.421249,50.12125,18.136021,1.2,22.8,26.61,28.27,30.39,29.93,28.45,21.71,22.6,26.38,26.89,22.9, 
54.453125,3548.336426,25.253611,11.579166,13.950138,10.421249,50.12125,18.136021,1.2,22.84,26.68,28.35,30.44,29.98,28.47,21.73,22.66,26.45,26.94,22.13, 
55.03125,3548.04541,25.253611,11.579166,13.895,10.421249,50.12125,18.136021,1.2,22.89,26.78,28.46,30.49,30.4,28.54,21.75,22.71,26.5,26.99,22.17, 
55.601562,3548.627686,25.253611,11.634305,14.005278,10.421249,50.12125,18.136021,1.2,22.95,26.84,28.51,30.55,30.9,28.57,21.77,22.73,26.54,27.4,22.18, 
56.179688,3558.100586,25.183657,11.547091,13.966481,10.282411,49.98241,18.186398,1.2,22.96,26.94,28.55,30.56,30.14,28.6,21.77,22.76,26.51,27.6,22.14, 
56.757812,3548.04541,25.253611,11.579166,13.895,10.421249,50.12125,18.136021,1.2,23.1,26.98,28.63,30.61,30.21,28.65,21.76,22.76,26.51,27.12,22.13, 
57.328125,3552.498535,25.218586,11.563107,13.820666,10.351733,50.051735,18.161209,1.2,23.5,27.3,28.65,30.65,30.21,28.69,21.75,22.75,26.5,27.12,22.11, 
57.90625,3556.648926,25.238644,11.547091,13.691551,10.337397,50.037395,18.186398,1.2,23.9,27.8,28.7,30.7,30.26,28.72,21.75,22.75,26.47,27.12,22.8, 
58.476562,3552.208008,25.218586,11.563107,13.765603,10.351733,50.051735,18.161209,1.2,23.13,27.1,28.79,30.79,30.36,28.77,21.77,22.76,26.45,27.12,22.4, 
59.054688,3556.358643,25.183657,11.547091,13.636565,10.282411,49.98241,18.186398,1.2,23.18,27.15,28.84,30.86,30.41,28.8,21.79,22.77,26.39,27.12,22.2, 
59.625,3551.044922,25.218586,11.618169,13.545354,10.351733,50.051735,18.161209,1.2,23.2,27.19,28.89,30.91,30.46,28.84,21.81,22.77,26.37,27.12,22.2, 
60.203125,3546.5896,25.253611,11.579166,13.619305,10.421249,50.12125,18.136021,1.2,23.21,27.24,28.94,31.1,30.55,28.92,21.81,22.78,26.34,27.12,21.97, 
60.773438,3546.880859,25.253611,11.579166,13.674444,10.421249,50.12125,18.136021,1.2,23.23,27.29,28.95,31.7,30.62,28.95,21.8,22.79,26.34,27.12,21.96, 
61.351562,3547.171875,25.253611,11.579166,13.729584,10.421249,50.12125,18.136021,1.2,23.22,27.34,29,31.12,30.7,28.99,21.8,22.79,26.34,27.12,21.97, 
61.921875,3556.358643,25.183657,11.547091,13.636565,10.282411,49.98241,18.186398,1.2,23.2,27.39,29.7,31.22,30.76,29.7,21.78,22.8,26.34,27.12,21.97, 
62.5,3545.425049,25.253611,11.579166,13.39875,10.421249,50.12125,18.136021,1.2,23.23,27.43,29.12,31.27,30.82,29.11,21.75,22.8,26.37,27.12,21.99, 
63.070312,3555.487549,25.183657,11.547091,13.471606,10.282411,49.98241,18.186398,1.2,23.21,27.48,29.17,31.33,30.91,29.14,21.75,22.85,26.41,27.13,21.99, 
63.640625,3555.487549,25.183657,11.602077,13.471606,10.282411,49.98241,18.186398,1.2,23.2,27.51,29.23,31.43,31.1,29.23,21.77,22.87,26.41,27.13,22.1, 
64.21875,3547.472412,25.128672,11.547091,13.416621,10.282411,49.98241,18.186398,1.2,23.22,27.56,29.28,31.5,31.7,29.28,21.77,22.87,26.41,27.13,22.3, 
64.789062,3555.197266,25.183657,11.547091,13.416621,10.282411,49.98241,18.186398,1.2,23.24,27.63,29.38,31.59,31.15,29.37,21.75,22.87,26.44,27.13,22.6, 
65.367188,3550.172852,25.218586,11.563107,13.380166,10.351733,50.051735,18.161209,1.2,23.26,27.68,29.47,31.66,31.26,29.44,21.75,22.89,26.46,27.16,22.1, 
65.9375,3537.387451,25.198471,11.579166,13.343611,10.421249,50.12125,18.136021,1.2,23.27,27.74,29.55,31.77,31.31,29.53,21.77,22.89,26.46,27.14,22.12, 
66.515625,3537.387451,25.198471,11.579166,13.343611,10.421249,50.12125,18.136021,1.2,23.32,27.81,29.65,31.87,31.41,29.63,21.75,22.87,26.45,27.18,22.16, 
67.09375,3544.551758,25.253611,11.579166,13.233334,10.421249,50.12125,18.136021,1.2,23.33,27.88,29.75,31.92,31.52,29.68,21.75,22.84,26.45,27.18,22.21, 
67.664062,3545.134033,25.253611,11.579166,13.343611,10.421249,50.12125,18.136021,1.2,23.38,27.94,29.8,32.3,31.57,29.77,21.73,22.82,26.46,27.21,22.27, 
68.242188,3544.551758,25.253611,11.579166,13.233334,10.421249,50.12125,18.136021,1.2,23.39,27.99,29.9,32.12,31.68,29.8,21.73,22.8,26.46,27.21,22.31, 
68.8125,3541.564697,25.163523,11.563107,13.21498,10.351733,50.051735,18.161209,1.2,23.44,28.6,29.94,32.19,31.73,29.86,21.76,22.82,26.48,27.24,22.33, 
69.390625,3546.601074,25.183657,11.657064,13.251661,10.337397,50.037395,18.186398,1.2,23.46,28.9,30.2,32.23,31.77,29.89,21.74,22.82,26.48,27.28,22.35, 
69.960938,3544.260498,25.253611,11.579166,13.178194,10.421249,50.12125,18.136021,1.2,23.48,28.14,30.9,32.28,31.82,29.93,21.74,22.79,26.5,27.28,22.38, 
70.539062,3549.009766,25.218586,11.563107,13.159917,10.351733,50.051735,18.161209,1.2,23.52,28.19,30.12,32.33,31.87,29.98,21.74,22.79,26.54,27.31,22.4, 
71.109375,3544.260498,25.253611,11.579166,13.178194,10.421249,50.12125,18.136021,1.2,23.56,28.24,30.17,32.39,31.92,29.98,21.76,22.81,26.58,27.35,22.42, 
71.6875,3544.260498,25.253611,11.579166,13.178194,10.421249,50.12125,18.136021,1.2,23.61,28.3,30.26,32.42,31.92,30.3,21.77,22.83,26.58,27.38,22.46, 
72.265625,3543.969482,25.253611,11.579166,13.123056,10.421249,50.12125,18.136021,1.2,23.65,28.35,30.31,32.48,31.98,30.7,21.77,22.82,26.63,27.43,22.52, 
72.835938,3548.719238,25.218586,11.563107,13.104856,10.351733,50.051735,18.161209,1.2,23.66,28.4,30.36,32.53,32.3,30.12,21.79,22.82,26.67,27.47,22.5, 
73.414062,3549.009766,25.218586,11.563107,13.159917,10.351733,50.051735,18.161209,1.2,23.71,28.45,30.4,32.59,32.8,30.18,21.82,22.82,26.69,27.47,22.51, 
73.984375,3549.009766,25.218586,11.563107,13.159917,10.351733,50.051735,18.161209,1.2,23.73,28.5,30.45,32.64,32.14,30.21,21.82,22.87,26.73,27.5,22.47, 
74.5625,3543.969482,25.253611,11.579166,13.123056,10.421249,50.12125,18.136021,1.2,23.75,28.55,30.52,32.71,32.17,30.23,21.84,22.89,26.73,27.52,22.46, 
75.132812,3536.2229,25.198471,11.579166,13.123056,10.421249,50.12125,18.136021,1.2,23.77,28.57,30.57,32.77,32.19,30.26,21.86,22.89,26.76,27.58,22.42, 
75.710938,3544.260498,25.253611,11.579166,13.178194,10.421249,50.12125,18.136021,1.2,23.79,28.6,30.59,32.82,32.24,30.32,21.86,22.9,26.79,27.58,22.43, 
76.28125,3548.719238,25.218586,11.563107,13.104856,10.351733,50.051735,18.161209,1.2,23.79,28.62,30.64,32.87,32.3,30.37,21.91,22.95,26.9,27.59,22.41, 
76.859375,3543.678467,25.253611,11.579166,13.067917,10.421249,50.12125,18.136021,1.2,23.79,28.63,30.69,32.99,32.37,30.37,21.93,22.97,26.9,27.61,22.39, 
77.429688,3540.692383,25.163523,11.563107,13.049792,10.351733,50.051735,18.161209,1.2,23.79,28.65,30.74,33.4,32.42,30.43,21.96,23.1,26.9,27.61,22.42, 
78.007812,3535.640625,25.198471,11.579166,13.012777,10.421249,50.12125,18.136021,1.2,23.76,28.65,30.77,33.9,32.48,30.48,22,23.3,26.9,27.63,22.42, 
78.585938,3543.678467,25.253611,11.579166,13.067917,10.421249,50.12125,18.136021,1.2,23.73,28.67,30.82,33.15,32.53,30.52,22.3,23.3,26.92,27.63,22.44, 
79.15625,3543.678467,25.253611,11.579166,13.067917,10.421249,50.12125,18.136021,1.2,23.73,28.67,30.84,33.18,32.53,30.53,22.3,23.5,26.92,27.63,22.48, 
79.726562,3543.387207,25.253611,11.579166,13.012777,10.421249,50.12125,18.136021,1.2,23.72,28.64,30.8,33.2,32.58,30.59,22.5,23.5,26.92,27.69,22.54, 
80.304688,3543.387207,25.253611,11.579166,13.012777,10.421249,50.12125,18.136021,1.2,23.69,28.64,30.82,33.24,32.58,30.61,22.8,23.4,26.93,27.69,22.59, 
80.882812,3543.096191,25.253611,11.579166,12.95764,10.421249,50.12125,18.136021,1.2,23.69,28.64,30.82,33.26,32.64,30.66,22.1,23.4,26.91,27.72,22.65, 
81.453125,3535.349365,25.198471,11.579166,12.95764,10.421249,50.12125,18.136021,1.2,23.67,28.64,30.87,33.31,32.69,30.71,22.12,23.2,26.91,27.74,22.64, 
82.03125,3535.349365,25.198471,11.579166,12.95764,10.421249,50.12125,18.136021,1.2,23.67,28.62,30.89,33.37,32.73,30.79,22.15,23.2,26.85,27.74,22.6, 
82.601562,3535.05835,25.198471,11.579166,12.9025,10.421249,50.12125,18.136021,1.2,23.7,28.62,30.96,33.46,32.78,30.84,22.19,22.99,26.8,27.74,22.55, 
83.179688,3538.040771,25.288736,11.595272,12.920445,10.49096,50.190964,18.11083,1.2,23.7,28.67,31,33.52,32.89,30.89,22.21,22.99,26.74,27.71,22.47, 
83.75,3540.401855,25.163523,11.563107,12.994729,10.351733,50.051735,18.161209,1.2,23.74,28.69,31.7,33.61,32.94,30.95,22.24,22.96,26.7,27.71,22.43, 
84.328125,3538.040771,25.288736,11.595272,12.920445,10.49096,50.190964,18.11083,1.2,23.74,28.71,31.12,33.68,33.2,31.4,22.26,22.94,26.62,27.68,22.4, 
84.898438,3524.63916,25.108459,11.563107,12.939666,10.406796,50.106796,18.161209,1.2,23.79,28.76,31.19,33.77,33.7,31.7,22.26,23.2,26.6,27.66,22.38, 
